,Random Forest,Mutual Information,PCA Loading,Random Forest_rank,Mutual Information_rank,PCA Loading_rank,mean_rank
aCosPhi_L3_std,0.009499697028262763,0.005748886864176628,0.2313350757806138,41.0,32.0,47.0,40.0
aCosPhi_L2_std,0.009936628142139059,0.004408983853595672,0.232404635180219,31.0,43.0,46.0,40.0
aVoltage_L2_N_freq_energy_ratio_low_high,0.008834967088994228,0.0026697542292764,0.29966733838625154,56.0,58.0,11.0,41.666666666666664
aVoltage_L1_N_change_point_score,0.010360770739725389,0.012982024746410747,0.17727190694786166,26.0,25.0,76.0,42.333333333333336
aCosPhi_L1_freq_energy_ratio_low_high,0.011573001021093585,0.0014135875611345217,0.27176583584250213,20.0,85.0,24.0,43.0
aVoltage_L1_N_welch_total_power,0.010042750370887938,0.00352027088308704,0.2238278846611284,29.0,51.0,53.0,44.333333333333336
aVoltage_L3_N_welch_total_power,0.00965405826433832,0.005095676494997647,0.21683413096886409,35.0,37.0,61.0,44.333333333333336
aPowerFactorPF_L2_spectral_peak,0.009595132204023355,0.003466812006263309,0.23857318558057655,39.0,52.0,43.0,44.666666666666664
aPowerFactorPF_L2_welch_peak_power,0.010046741952509652,0.0025441130163765813,0.23041112809956443,28.0,59.0,49.0,45.333333333333336
aCosPhi_L2_spectral_peak,0.009238013667645116,0.003118784767315086,0.25470386472821394,47.0,55.0,35.0,45.666666666666664
airTotal_spectral_peak,0.009690209107524845,0.0008915360056906962,0.3048902535804863,34.0,97.0,6.0,45.666666666666664
aVoltage_L3_N_freq_energy_ratio_low_high,0.00856265598555578,0.002136098924898855,0.3001918361105604,58.0,72.0,10.0,46.666666666666664
airTotal_change_point_score,0.0008597655432790663,0.04768149170636882,0.2758159516320642,108.0,13.0,22.0,47.666666666666664
aVoltage_L3_N_spectral_flatness,0.008059112618136011,0.0024977220417934376,0.2824069436686903,67.0,62.0,15.0,48.0
aPowerFactorPF_L2_freq_energy_ratio_low_high,0.01063421851061084,0.0008552742320817597,0.27739323106038116,25.0,98.0,21.0,48.0
aVoltage_L1_N_freq_energy_ratio_low_high,0.008847382762706309,0.001554202181973885,0.302465341082419,55.0,81.0,9.0,48.333333333333336
airTotal_spectral_flatness,0.008951322034165375,0.020791422524381042,0.17817432778688608,51.0,20.0,75.0,48.666666666666664
aCosPhi_L2_welch_peak_power,0.010015119685226075,0.0032809619568623383,0.21662607471321657,30.0,54.0,63.0,49.0
airTotal_std,0.008833120515736927,0.0013478288007877648,0.30705885370621727,57.0,88.0,3.0,49.333333333333336
aVoltage_L1_N_spectral_flatness,0.008152272758586512,0.0023293940838289284,0.2815462028971681,65.0,68.0,17.0,50.0
rTotalApparentEnergy_change_point_score,0.00037484523204345135,0.04783593784425966,0.26158434385114154,111.0,12.0,30.0,51.0
aCosPhi_L1_std,0.008877896212626656,0.0029277717159068573,0.23369731923457918,54.0,56.0,45.0,51.666666666666664
aCosPhi_L3_spectral_peak,0.009198066553466272,0.0036021573731512824,0.22179041253358708,49.0,50.0,57.0,52.0
aCosPhi_L3_welch_peak_power,0.009588342856452922,0.003907226420442944,0.19288323179219327,40.0,45.0,73.0,52.666666666666664
aVoltage_L2_N_spectral_flatness,0.008138111645010366,0.0017335555532760338,0.28212088570505567,66.0,76.0,16.0,52.666666666666664
aPowerFactorPF_L2_spectral_flatness,0.009640671420928545,0.0006736918594070218,0.27988702939845994,38.0,101.0,20.0,53.0
rTotalReactiveEnergy_spectral_peak,0.005700443335098905,0.0024280607761020256,0.3053153806364165,92.0,63.0,5.0,53.333333333333336
aCosPhi_L1_spectral_flatness,0.009415087942485684,0.0010279089744886782,0.26749445083314105,44.0,92.0,26.0,54.0
aCosPhi_L2_welch_total_power,0.009466425187497686,0.0045775702568648935,0.16793631291844724,43.0,41.0,78.0,54.0
aCosPhi_L3_welch_total_power,0.009212514592923408,0.0036809635938441776,0.2042462459816808,48.0,48.0,70.0,55.333333333333336
aCosPhi_L2_spectral_flatness,0.009244154561359033,0.0015619638305921502,0.24151355150806877,46.0,80.0,41.0,55.666666666666664
rTotalApparentEnergy_freq_energy_ratio_low_high,0.007389731921901759,0.005284663875018358,0.2227678409268778,79.0,34.0,55.0,56.0
aCosPhi_L2_freq_energy_ratio_low_high,0.009734636230762466,0.0002471318844277093,0.26512065434054344,33.0,108.0,28.0,56.333333333333336
aVoltage_L3_N_std,0.007472664997329351,0.0040694839020170015,0.22396799204149817,76.0,44.0,51.0,57.0
aVoltage_L2_N_std,0.007461865363699072,0.0038887755280205827,0.22384444659693153,77.0,46.0,52.0,58.333333333333336
airTotal_trend_slope,0.008468774085930064,0.00022281811816560193,0.3041937025779981,60.0,109.0,8.0,59.0
rTotalReactiveEnergy_std,0.0008592056241308069,0.002342527930465854,0.30595024839534707,109.0,66.0,4.0,59.666666666666664
rTotalReactiveEnergy_trend_slope,0.0009530796141871301,0.002361746977195933,0.30476395701420367,107.0,65.0,7.0,59.666666666666664
rTotalReactiveEnergy_change_point_score,0.0003354736978327302,0.002330883521378224,0.3182253117521414,113.0,67.0,1.0,60.333333333333336
rTotalReactiveEnergy_welch_total_power,0.0003409092101454514,0.0027438548636269378,0.28990849098470167,112.0,57.0,13.0,60.666666666666664
aCosPhi_L2_skew,0.009644051837236484,0.003632407401969573,0.06144370158224126,37.0,49.0,98.0,61.333333333333336
aVoltage_L1_N_std,0.007219238055500441,0.002499086930630945,0.23112055745303364,82.0,60.0,48.0,63.333333333333336
aCosPhi_L3_skew,0.009482527655350891,0.0023995411395631994,0.10473732430255059,42.0,64.0,86.0,64.0
rTotalReactiveEnergy_welch_peak_power,0.000605378877483052,0.002295550975097038,0.28136446599488385,110.0,69.0,18.0,65.66666666666667
aCosPhi_L1_spectral_peak,0.00835127415218195,0.0013685538141916531,0.22997530618780115,61.0,87.0,50.0,66.0
rTotalReactiveEnergy_freq_energy_ratio_low_high,0.006554265244188253,0.012901043761984532,0.0997121556724805,89.0,26.0,89.0,68.0
aPowerFactorPF_L2_skew,0.00964900345082977,0.001985694193720189,0.0719200120894892,36.0,73.0,96.0,68.33333333333333
aCosPhi_L1_skew,0.009318633475542546,0.0022412993841620654,0.08464028235805544,45.0,70.0,91.0,68.66666666666667
aCosPhi_L1_welch_total_power,0.009111462425736162,0.0012165441470137761,0.20576187047820865,50.0,91.0,68.0,69.66666666666667
aCosPhi_L1_welch_peak_power,0.008947796778310734,0.0010235403868654736,0.2106398818854795,52.0,93.0,67.0,70.66666666666667
airTotal_welch_peak_power,0.007679339481478021,0.0,0.26087479762834165,73.0,116.5,31.0,73.5
rTotalReactiveEnergy_spectral_flatness,0.006147951655620217,0.013938055034558472,0.018793454776070036,91.0,24.0,106.0,73.66666666666667
rTotalApparentEnergy_spectral_flatness,0.007922980102498136,0.004549282012594746,0.016047657317088133,72.0,42.0,108.0,74.0
rTotalApparentEnergy_spectral_peak,0.006340295593086479,4.841343253114694e-05,0.2686590964442976,90.0,112.0,25.0,75.66666666666667
rTotalApparentEnergy_std,0.004346189204535159,0.0,0.28488714899508116,99.0,116.5,14.0,76.5
rTotalReactiveEnergy_dominant_frequency,0.005289394051480457,0.004961326143581024,0.04560940585957922,93.0,38.0,99.0,76.66666666666667
aVoltage_L2_N_spectral_peak,0.007027507584997362,0.0012700562232830226,0.22061363576217338,86.0,89.0,58.0,77.66666666666667
airTotal_dominant_frequency,0.002778870405886653,0.0037582001674485443,0.13055941076081576,106.0,47.0,82.0,78.33333333333333
rTotalApparentEnergy_welch_peak_power,0.004616530394122692,0.00026752110502781257,0.2500668994208424,95.0,107.0,36.0,79.33333333333333
rTotalReactiveEnergy_ks_test_statistic,0.0,0.05713192219979013,0.0,117.5,3.0,118.5,79.66666666666667
airTotal_ks_test_statistic,0.0,0.0554715212675585,1.8646134593744052e-17,117.5,6.0,116.0,79.83333333333333
aVoltage_L1_N_welch_peak_power,0.007090257157768803,0.0009508213095874574,0.2191190232077606,85.0,96.0,59.0,80.0
aVoltage_L3_N_ks_test_statistic,0.0,0.05617940910880881,0.0,117.5,5.0,118.5,80.33333333333333
rTotalApparentEnergy_ks_test_statistic,0.0,0.054320173672506966,2.0541018483080643e-16,117.5,9.0,115.0,80.5
rTotalApparentEnergy_trend_slope,0.00441286529019297,0.0,0.26683233969576836,98.0,116.5,27.0,80.5
aVoltage_L1_N_ks_test_statistic,0.0,0.05547047208053035,0.0,117.5,7.0,118.5,81.0
aVoltage_L2_N_ks_test_statistic,0.0,0.05506369946075518,0.0,117.5,8.0,118.5,81.33333333333333
aVoltage_L3_N_welch_peak_power,0.007103463151518092,0.0007941974156002729,0.21644503905492432,84.0,100.0,64.0,82.66666666666667
aCosPhi_L2_trend_slope,0.008058214179682116,0.0021983260647511216,0.005410967806593071,68.0,71.0,110.0,83.0
airTotal_welch_total_power,0.007374523496428316,0.0009989151744604907,0.17567128581638386,80.0,94.0,77.0,83.66666666666667
aVoltage_L2_N_welch_peak_power,0.007204671373897504,0.0006369617396799754,0.21640312867193515,83.0,104.0,65.0,84.0
airTotal_skew,0.0080360868337301,0.0019093622325645487,0.005930496203612024,69.0,74.0,109.0,84.0
aVoltage_L1_N_spectral_peak,0.0068059928623042144,0.0,0.22300675707050485,88.0,116.5,54.0,86.16666666666667
aVoltage_L3_N_spectral_peak,0.007014328292824545,0.0,0.22196438861400222,87.0,116.5,56.0,86.5
aPowerFactorPF_L2_dominant_frequency,0.004553849787802437,0.0018900158277088686,0.10033799517917256,97.0,75.0,88.0,86.66666666666667
aVoltage_L3_N_skew,0.008266056470699487,0.0006724147465146935,0.07331603307441872,64.0,102.0,94.0,86.66666666666667
aVoltage_L2_N_skew,0.008294472695438718,0.0006425091208879241,0.07272384103251711,63.0,103.0,95.0,87.0
aPowerFactorPF_L2_trend_slope,0.00854864952743488,0.0009754536807187186,0.01803561145616781,59.0,95.0,107.0,87.0
aCosPhi_L3_trend_slope,0.008002302711702262,0.0014752485248885616,0.0020925801134974087,70.0,83.0,112.0,88.33333333333333
aCosPhi_L2_dominant_frequency,0.004763640490355154,0.0015541657505011575,0.08584223616498707,94.0,82.0,90.0,88.66666666666667
aVoltage_L1_N_skew,0.008344040098647134,0.00013517472969026834,0.07140391213882691,62.0,110.0,97.0,89.66666666666667
aCosPhi_L3_dominant_frequency,0.003635204893619087,0.0016742170901540288,0.07960784782207005,100.0,78.0,92.0,90.0
rTotalApparentEnergy_dominant_frequency,0.0028830059907417904,0.0016297830433504856,0.10057968789183488,105.0,79.0,87.0,90.33333333333333
aCosPhi_L1_trend_slope,0.007945133310041718,0.0012390221949316604,0.0016168377390330542,71.0,90.0,113.0,91.33333333333333
aCosPhi_L1_dominant_frequency,0.0031048752979477047,0.0016878627670064983,0.07492334364842193,104.0,77.0,93.0,91.33333333333333
aVoltage_L2_N_dominant_frequency,0.0033246239851693203,0.001464328828661099,0.043057563851672816,101.0,84.0,101.0,95.33333333333333
aVoltage_L2_N_trend_slope,0.007428936431427261,0.0002711479236343628,0.030652259963659022,78.0,106.0,104.0,96.0
aVoltage_L1_N_trend_slope,0.007515934254959488,0.0,0.03227562454604001,75.0,116.5,103.0,98.16666666666667
aVoltage_L3_N_trend_slope,0.00759183663753404,0.0,0.03028390868337451,74.0,116.5,105.0,98.5
rTotalApparentEnergy_welch_total_power,0.004607748941501727,0.0,0.10617840319265873,96.0,116.5,85.0,99.16666666666667
aVoltage_L1_N_dominant_frequency,0.003277770377382405,0.0008373020179748281,0.04257302923482498,103.0,99.0,102.0,101.33333333333333
rTotalApparentEnergy_skew,0.00723317103827957,8.560375771149431e-05,0.0012279004877689573,81.0,111.0,114.0,102.0
aVoltage_L3_N_dominant_frequency,0.003296650786165135,0.0004640652314440441,0.044714244613580124,102.0,105.0,100.0,102.33333333333333
rTotalReactiveEnergy_skew,5.210137471003731e-05,0.0013808223084768034,0.003930466070571379,114.0,86.0,111.0,103.66666666666667
