Feature,Importance
aApparentPower_L2_diff_mean,0.0
aApparentPower_L2_abs_energy,0.0
aReactivePower_L3_skew,0.0
rTotalReactiveEnergy_change_point_score,0.0
rTotalReactiveEnergy_abs_energy,0.0
rTotalReactiveEnergy_spike_count,0.0
rTotalReactiveEnergy_z_score,0.0
rTotalReactiveEnergy_ks_test_statistic,0.0
aApparentPower_L2_diff_std,0.0
aCosPhi_L1_diff_mean,0.0
aApparentPower_L3_range,0.0
aApparentPower_L3_change_point_score,0.0
aApparentPower_L3_abs_energy,0.0
aApparentPower_L3_spike_count,0.0
aApparentPower_L3_ks_test_statistic,0.0
aApparentPower_L3_z_score,0.0
aApparentPower_L3_skew,0.0
aApparentPower_L2_range,0.0
aApparentPower_L3_diff_mean,0.0
aApparentPower_L3_diff_std,0.0
aCosPhi_L1_std,0.0
aApparentPower_L1_diff_mean,0.0
aApparentPower_L1_diff_std,0.0
aApparentPower_L2_std,0.0
aApparentPower_L2_min,0.0
aApparentPower_L2_change_point_score,0.0
aApparentPower_L3_trend_slope,0.0
aApparentPower_L1_ks_test_statistic,0.0
aApparentPower_L1_z_score,0.0
aApparentPower_L1_skew,0.0
aApparentPower_L1_trend_slope,0.0
aReactivePower_L2_ks_test_statistic,0.0
aReactivePower_L2_z_score,0.0
aReactivePower_L2_skew,0.0
aApparentPower_L3_std,0.0
aReactivePower_L2_diff_mean,0.0
aReactivePower_L2_diff_std,0.0
aReactivePower_L3_mean,0.0
aReactivePower_L3_std,0.0
aReactivePower_L3_min,0.0
aReactivePower_L3_range,0.0
aReactivePower_L3_change_point_score,0.0
aReactivePower_L3_abs_energy,0.0
aReactivePower_L2_trend_slope,0.0
rTotalReactiveEnergy_skew,0.0
rTotalReactiveEnergy_trend_slope,0.0
rTotalReactiveEnergy_diff_mean,0.0
rTotalReactiveEnergy_diff_std,0.0
rTotalApparentEnergy_std,0.0
rTotalReactivePower_diff_mean,0.0
rTotalReactivePower_diff_std,0.0
rTotalApparentPower_mean,0.0
aApparentPower_L1_spike_count,0.0
aReactivePower_L3_trend_slope,0.0
aReactivePower_L3_diff_std,0.0
aApparentPower_L1_mean,0.0
aApparentPower_L1_std,0.0
aApparentPower_L1_min,0.0
aApparentPower_L1_range,0.0
aApparentPower_L1_change_point_score,0.0
aApparentPower_L1_abs_energy,0.0
rTotalApparentPower_std,0.0
airTotal_std,0.0
airTotal_range,0.0
airTotal_change_point_score,0.0
airTotal_abs_energy,0.0
airTempeatur_range,0.0
airDurchfluss_spike_count,0.0
airDurchfluss_z_score,0.0
aCosPhi_L1_skew,0.0
rTotalActivePower_ks_test_statistic,0.0
rTotalActivePower_spike_count,0.0
rTotalActivePower_skew,0.0
airTotal_z_score,0.0
rTotalReactivePower_trend_slope,0.0
airDurchfluss_diff_mean,0.0
airTempeatur_std,0.0
airTempeatur_min,0.0
airDurchfluss_trend_slope,0.0
aCosPhi_L3_trend_slope,0.0
aCosPhi_L3_diff_mean,0.0
aPowerFactorPF_L2_mean,0.0
aPowerFactorPF_L2_range,0.0
rTotalApparentPower_max,0.0
rTotalApparentPower_range,0.0
rTotalReactivePower_max,0.0
rTotalReactivePower_change_point_score,0.0
aPowerFactorPF_L2_diff_mean,0.0
rTotalReactivePower_spike_count,0.0
aPowerFactorPF_L2_skew,0.0
rTotalActivePower_trend_slope,0.0
rTotalActivePower_diff_mean,0.0
airTempeatur_diff_std,0.0
airTotal_spike_count,0.0
airTempeatur_skew,0.0
aPowerFactorPF_L2_trend_slope,0.0
rTotalReactivePower_abs_energy,0.0
aCosPhi_L1_spike_count,0.0
rTotalApparentPower_change_point_score,0.0
rTotalApparentPower_spike_count,0.0
rTotalApparentPower_ks_test_statistic,0.0
rTotalApparentPower_z_score,0.0
rTotalApparentPower_skew,0.0
rTotalApparentPower_trend_slope,0.0
aPowerFactorPF_L2_change_point_score,0.0
rTotalApparentPower_diff_std,0.0
airTotal_skew,0.0
airTotal_trend_slope,0.0
airTotal_diff_mean,0.0
airTotal_diff_std,0.0
aCosPhi_L1_z_score,0.0
aReactivePower_L3_spike_count,0.0
aCosPhi_L1_trend_slope,0.0
rTotalApparentPower_diff_mean,0.0
aPowerFactorPF_L2_abs_energy,0.0
aPowerFactorPF_L2_spike_count,0.0
aCosPhi_L2_range,0.0
aCosPhi_L2_change_point_score,0.0
aCosPhi_L2_abs_energy,0.0
aCosPhi_L2_spike_count,0.0
aCosPhi_L2_z_score,0.0
aCosPhi_L2_skew,0.0
aCosPhi_L1_change_point_score,0.0
aCosPhi_L2_diff_mean,0.0
aCosPhi_L3_std,0.0
aCosPhi_L3_min,0.0
aCosPhi_L3_max,0.0
aCosPhi_L3_range,0.0
aCosPhi_L3_change_point_score,0.0
aCosPhi_L1_min,0.0
aCosPhi_L1_range,0.0
aCosPhi_L2_trend_slope,0.0
aCurrentL3_range,0.0
aCurrentL3_change_point_score,0.0
aCurrentL3_spike_count,0.0
aCurrentL1_range,0.0
aCurrentL1_change_point_score,0.0
aCurrentL1_abs_energy,0.0
aCurrentL1_spike_count,0.0
aReactivePower_L3_z_score,0.0
aCurrentL1_z_score,0.0
aCurrentL1_skew,0.0
aVoltage_L2_N_trend_slope,0.0
aCurrentL3_ks_test_statistic,0.0
aCurrentL3_z_score,0.0
aCurrentL3_skew,0.0
aCurrentL3_trend_slope,0.0
aVoltage_L1_N_range,0.0
aCurrentL1_ks_test_statistic,0.0
rTotalApparentEnergy_diff_std,0.0
aCurrentL1_mean,0.0
rTotalReactiveEnergy_std,0.0
rTotalReactiveEnergy_range,0.0
aVoltage_L2_N_min,0.0
aVoltage_L2_N_range,0.0
aVoltage_L2_N_change_point_score,0.0
aCurrentL3_std,0.0
aVoltage_L2_N_spike_count,0.0
aVoltage_L2_N_ks_test_statistic,0.0
aVoltage_L2_N_z_score,0.0
aVoltage_L2_N_skew,0.0
aCurrentL2_skew,0.0
aCurrentL2_trend_slope,0.0
aCurrentL2_diff_mean,0.0
aCurrentL2_diff_std,0.0
aVoltage_L2_N_abs_energy,0.0
airTempeatur_diff_mean,0.0
rTotalActivePower_z_score,0.0
aPowerFactorPF_L2_z_score,0.0
rTotalActivePower_change_point_score,0.0
rTotalReactivePower_z_score,0.0
airTempeatur_z_score,0.0
aCosPhi_L3_spike_count,0.0
aVoltage_L1_N_spike_count,0.0
aCurrentL1_diff_mean,0.0
aCurrentL1_trend_slope,0.0
aCosPhi_L3_skew,0.0
rTotalReactivePower_skew,0.0
rTotalReactivePower_std,0.0
rTotalActivePower_std,0.0
airTempeatur_change_point_score,0.0
airTempeatur_spike_count,0.0
rTotalReactivePower_mean,0.0
aVoltage_L1_N_ks_test_statistic,0.0
aVoltage_L1_N_z_score,0.0
aCurrentL2_abs_energy,0.0
aCurrentL2_spike_count,0.0
aCurrentL2_ks_test_statistic,0.0
aCurrentL2_z_score,0.0
aCosPhi_L3_ks_test_statistic,0.0
aCosPhi_L3_z_score,0.0
airTempeatur_trend_slope,0.0
aCurrentL1_diff_std,0.0
aCurrentL2_min,0.0
aCurrentL2_max,0.0
aCurrentL2_range,0.0
aCurrentL2_change_point_score,0.0
rTotalApparentEnergy_range,0.0
rTotalApparentEnergy_change_point_score,0.0
rTotalApparentEnergy_abs_energy,0.0
airTotal_ks_test_statistic,0.0
aActivePower_L3_spike_count,0.0
aActivePower_L3_ks_test_statistic,0.0
aActivePower_L3_z_score,0.0
aActivePower_L3_skew,0.0
aActivePower_L3_trend_slope,0.0
aActivePower_L3_diff_mean,0.0
aReactivePower_L1_mean,0.0
rTotalApparentEnergy_diff_mean,0.0
aReactivePower_L1_max,0.0
aReactivePower_L1_range,0.0
aReactivePower_L1_change_point_score,0.0
aActivePower_L2_abs_energy,0.0
aActivePower_L2_spike_count,0.0
aActivePower_L2_ks_test_statistic,0.0
aActivePower_L2_z_score,0.0
aActivePower_L2_skew,0.0
aReactivePower_L1_std,0.0
aReactivePower_L3_ks_test_statistic,0.0
airTempeatur_ks_test_statistic,0.0
aReactivePower_L1_abs_energy,0.0
aReactivePower_L1_spike_count,0.0
aReactivePower_L1_ks_test_statistic,0.0
aReactivePower_L1_z_score,0.0
aReactivePower_L1_skew,0.0
aReactivePower_L1_trend_slope,0.0
aActivePower_L3_abs_energy,0.0
aReactivePower_L1_diff_std,0.0
aReactivePower_L2_std,0.0
aReactivePower_L2_max,0.0
aReactivePower_L2_range,0.0
aReactivePower_L2_change_point_score,0.0
aReactivePower_L2_abs_energy,0.0
aReactivePower_L2_spike_count,0.0
aActivePower_L3_change_point_score,0.0
aReactivePower_L1_diff_mean,0.0
aVoltage_L3_N_std,0.0
aVoltage_L3_N_range,0.0
aVoltage_L3_N_spike_count,0.0
aVoltage_L3_N_ks_test_statistic,0.0
aVoltage_L3_N_z_score,0.0
aVoltage_L3_N_skew,0.0
aVoltage_L3_N_trend_slope,0.0
aActivePower_L2_trend_slope,0.0
aVoltage_L1_N_trend_slope,0.0
aVoltage_L1_N_diff_mean,0.0
aVoltage_L2_N_mean,0.0
rTotalApparentEnergy_spike_count,0.0
rTotalApparentEnergy_ks_test_statistic,0.0
rTotalApparentEnergy_z_score,0.0
rTotalApparentEnergy_skew,0.0
rTotalApparentEnergy_trend_slope,0.0
aVoltage_L3_N_diff_mean,0.0
aActivePower_L2_diff_mean,0.0
aActivePower_L3_mean,0.0
aActivePower_L3_min,0.0
aActivePower_L3_max,0.0
aActivePower_L1_mean,0.0
aActivePower_L1_std,0.0
aActivePower_L1_min,0.0
aActivePower_L1_range,0.0
aVoltage_L2_N_diff_mean,0.0
aActivePower_L1_spike_count,0.0
aActivePower_L1_ks_test_statistic,0.0
aActivePower_L1_z_score,0.0
aActivePower_L1_skew,0.0
aActivePower_L1_trend_slope,0.0
aActivePower_L1_diff_mean,0.0
aActivePower_L2_mean,0.0
aActivePower_L2_std,0.0
aActivePower_L1_change_point_score,0.0
